Invoice_ID,Invoice_Date,SKU,Invoice_Amount,Due_Date,Payment_Due
25081,2022-09-14,2649,28678,2024-06-10,NO
25082,2022-09-14,1059,19784,2024-10-30,NO
25083,2022-09-14,2649,36388,2024-06-01,NO
25084,2022-09-14,2649,23673,2023-03-29,NO
25085,2022-09-14,2649,30651,2024-05-31,NO
25086,2022-09-15,32,45509,2025-07-28,NO
25087,2022-09-15,1633,44075,2024-12-14,NO
25088,2022-09-15,2489,15870,2024-02-26,NO
25089,2022-09-15,2649,5161,2024-02-11,NO
25090,2022-09-16,1137,18114,2023-11-10,NO
25091,2022-09-16,2649,32857,2023-04-05,NO
25092,2022-09-16,1771,26516,2023-03-17,NO
25093,2022-09-16,2649,48702,2023-05-18,NO
25094,2022-09-07,2067,39689,2025-06-26,NO
25095,2022-09-07,2649,17150,2023-10-06,NO
25096,2022-09-07,2649,25686,2024-12-04,NO
25097,2022-09-07,2649,8078,2024-07-21,NO
25098,2022-09-08,2204,28369,2025-02-15,NO
25099,2022-09-07,1587,36869,2023-07-19,NO
25100,2022-09-07,2649,12402,2026-11-28,Yes
25101,2022-09-12,1607,38077,2025-03-07,NO
25102,2022-09-16,663,13405,2024-01-10,NO
25103,2022-09-19,734,13393,2023-12-21,NO
25104,2022-09-19,1637,8022,2025-07-07,NO
25105,2022-09-19,2649,10940,2024-02-22,NO
25106,2022-09-19,424,13456,2023-04-29,NO
25107,2022-09-19,1254,8615,2025-03-21,NO
25108,2022-09-19,2649,25162,2025-10-01,Yes
25109,2022-09-19,2649,38806,2024-05-16,NO
25110,2022-09-19,2225,47813,2023-12-28,NO
25111,2022-09-19,2649,34309,2024-04-24,NO
25112,2022-09-19,380,22791,2025-10-26,Yes
25113,2022-09-19,2368,24543,2025-02-15,NO
25114,2022-09-19,2649,22873,2023-04-30,NO
25115,2022-09-22,2145,12220,2023-03-28,NO
25116,2022-09-22,2649,26500,2024-07-05,NO
25117,2022-09-22,32,38712,2024-08-21,NO
25118,2022-09-22,2649,6508,2023-11-07,NO
25119,2022-09-22,2132,44675,2025-07-12,NO
25120,2022-09-22,2649,36080,2026-12-16,Yes
25121,2022-09-22,2379,23124,2023-12-11,NO
25122,2022-09-22,2649,30644,2024-12-16,NO
25123,2022-09-23,34,15028,2026-01-08,Yes
25124,2022-09-23,2649,20807,2023-06-25,NO
25125,2022-09-23,380,33070,2026-12-31,Yes
25126,2022-09-23,2649,42067,2023-03-13,NO
25127,2022-09-26,624,33355,2024-03-11,NO
25128,2022-09-27,404,19965,2024-05-11,NO
25129,2022-09-27,405,25728,2025-10-24,Yes
25130,2022-09-27,415,26321,2026-10-21,Yes
25131,2022-09-29,624,8014,2026-02-01,Yes
25132,2022-09-30,615,20426,2024-07-18,NO
25133,2022-10-17,642,26713,2026-06-05,Yes
25134,2022-10-18,1686,49074,2023-12-30,NO
25135,2022-10-21,1648,30931,2024-01-28,NO
25136,2022-10-25,624,47350,2026-10-22,Yes
25137,2022-09-27,1481,44711,2024-08-11,NO
25138,2022-09-27,453,37834,2026-06-21,Yes
25139,2022-09-27,381,21425,2024-09-07,NO
25140,2022-09-27,377,48304,2025-06-11,NO
25141,2022-09-27,642,47574,2026-01-16,Yes
25142,2022-09-28,1286,18442,2024-07-02,NO
25143,2022-09-28,1235,23258,2024-06-04,NO
25144,2022-09-28,1085,6848,2024-07-29,NO
25145,2022-09-29,1144,41039,2026-05-07,Yes
25146,2022-09-27,1648,17499,2026-07-20,Yes
25147,2022-09-27,505,49244,2025-01-16,NO
25148,2022-09-27,14,28836,2026-07-13,Yes
25149,2022-09-27,2216,11994,2023-02-23,NO
25150,2022-09-28,2497,20949,2025-12-29,Yes
25151,2022-09-28,1443,39863,2023-06-15,NO
25152,2022-09-29,1144,41345,2026-06-17,Yes
25153,2022-09-29,1695,40276,2026-07-04,Yes
25154,2022-09-29,1590,16031,2026-08-31,Yes
25155,2022-09-29,377,40411,2024-06-13,NO
25156,2022-09-29,2287,14641,2024-07-19,NO
25157,2022-09-29,2287,6357,2024-10-28,NO
25158,2022-09-29,851,37293,2025-03-29,NO
25159,2022-09-29,505,18434,2024-12-05,NO
25160,2022-09-29,1456,12700,2023-11-25,NO
25161,2022-09-30,404,20334,2026-02-16,Yes
25162,2022-09-29,1570,48625,2023-04-24,NO
25163,2022-09-29,1572,6585,2026-03-30,Yes
25164,2022-09-29,44,40755,2024-11-30,NO
25165,2022-09-30,2463,6715,2026-02-25,Yes
25166,2022-09-30,1591,20685,2024-05-20,NO
25167,2022-09-30,1456,37662,2023-04-11,NO
25168,2022-09-30,1648,38632,2026-03-19,Yes
25169,2022-09-30,642,28207,2025-10-24,Yes
25170,2022-09-30,643,8040,2026-05-23,Yes
25171,2022-09-30,611,38955,2024-11-09,NO
25172,2022-09-30,2528,47636,2023-10-16,NO
25173,2022-09-30,1008,18948,2025-05-02,NO
25174,2022-09-30,1175,21438,2023-07-03,NO
25175,2022-07-31,2900,11800,2026-03-11,Yes
25176,2022-08-17,2690,13470,2025-04-03,NO
25177,2022-08-04,2690,43600,2026-12-11,Yes
25178,2022-09-06,2900,44373,2025-11-10,Yes
25179,2022-10-05,2900,34731,2023-04-13,NO
25180,2022-09-17,978,22372,2024-01-28,NO
25181,2022-09-22,642,39616,2023-04-16,NO
25182,2022-09-22,643,11370,2023-10-19,NO
25183,2022-09-22,643,26000,2026-03-07,Yes
25184,2022-09-24,642,17477,2026-01-16,Yes
25185,2022-09-24,404,19853,2023-01-02,NO
25186,2022-09-26,1823,29675,2023-01-03,NO
25187,2022-09-30,1823,25150,2026-08-28,Yes
25188,2022-09-30,1572,17508,2023-04-21,NO
25189,2022-09-30,643,31149,2026-10-07,Yes
25190,2022-09-30,642,31186,2026-02-16,Yes
25191,2022-09-30,614,35759,2023-08-26,NO
25192,2022-09-30,404,32479,2026-05-09,Yes
25193,2022-09-30,614,21068,2024-05-19,NO
25194,2022-09-30,642,6744,2026-05-29,Yes
25195,2022-09-30,1760,25346,2023-11-06,NO
25196,2022-09-30,1648,11062,2025-10-10,Yes
25197,2022-09-30,642,16779,2023-11-29,NO
25198,2022-09-30,615,37120,2026-06-26,Yes
25199,2022-09-30,624,44670,2024-01-23,NO
25200,2022-09-30,632,43797,2025-11-09,Yes
25201,2022-09-30,616,36178,2025-05-20,NO
25202,2022-10-01,978,15149,2024-02-11,NO
25203,2022-10-01,295,43438,2025-11-01,Yes
25204,2022-09-23,2649,14689,2023-03-01,NO
25205,2022-09-26,1648,9908,2025-08-28,Yes
25206,2022-09-26,2649,47680,2026-02-01,Yes
25207,2022-09-26,2649,34395,2023-09-12,NO
25208,2022-09-26,2348,8142,2024-10-19,NO
25209,2022-09-26,2649,25133,2026-03-18,Yes
25210,2022-09-26,2331,44357,2023-07-03,NO
25211,2022-09-26,2649,37063,2023-11-02,NO
25212,2022-09-27,377,38745,2023-08-13,NO
25213,2022-09-27,2649,29338,2025-05-04,NO
25214,2022-09-27,444,15060,2025-06-24,NO
25215,2022-09-27,1608,40707,2023-09-21,NO
25216,2022-09-27,415,11525,2023-04-23,NO
25217,2022-09-27,432,27769,2024-07-22,NO
25218,2022-09-27,445,9357,2024-12-31,NO
25219,2022-09-27,2649,24914,2025-03-02,NO
25220,2022-09-28,1573,34213,2026-09-15,Yes
25221,2022-09-28,2649,13093,2023-05-31,NO
25222,2022-09-28,428,26312,2025-01-22,NO
25223,2022-09-28,404,21083,2024-08-18,NO
25224,2022-09-28,418,39795,2026-01-02,Yes
25225,2022-09-28,431,37404,2023-09-22,NO
25226,2022-09-28,427,18201,2024-01-25,NO
25227,2022-09-28,419,28377,2024-09-23,NO
25228,2022-09-28,1584,46045,2023-09-16,NO
25229,2022-09-28,429,15311,2024-09-26,NO
25230,2022-09-28,2649,47468,2023-07-16,NO
25231,2022-09-30,404,40221,2023-08-20,NO
25232,2022-09-30,1624,31742,2024-06-06,NO
25233,2022-09-30,427,14472,2024-07-25,NO
25234,2022-09-30,2668,15617,2024-08-09,NO
25235,2022-09-30,404,33285,2024-05-16,NO
25236,2022-09-30,1584,44162,2023-01-14,NO
25237,2022-09-30,2668,38124,2024-03-07,NO
25238,2022-09-30,404,36314,2025-08-12,NO
25239,2022-09-30,427,41523,2025-10-31,Yes
25240,2022-09-30,2668,6570,2026-12-07,Yes
25241,2022-09-30,1624,11857,2023-07-04,NO
25242,2022-09-30,2668,29848,2026-12-11,Yes
25243,2022-10-05,1762,38139,2025-01-23,NO
25244,2022-10-05,1642,12710,2025-06-12,NO
25245,2022-10-05,1456,44294,2025-05-03,NO
25246,2022-10-06,1626,15122,2025-05-23,NO
25247,2022-10-06,632,9421,2024-02-17,NO
25248,2022-10-06,611,19100,2024-06-11,NO
25249,2022-10-06,615,36635,2025-03-14,NO
25250,2022-10-06,2524,9124,2025-12-23,Yes
25251,2022-10-06,28,29685,2025-02-10,NO
25252,2022-10-06,1443,32286,2025-12-17,Yes
25253,2022-10-06,615,42010,2026-10-01,Yes
25254,2022-10-06,2817,20323,2026-04-03,Yes
25255,2022-10-06,2817,5819,2024-02-08,NO
25256,2022-10-06,1616,43306,2025-10-24,Yes
25257,2022-10-06,1137,40305,2025-12-14,Yes
25258,2022-10-06,28,16935,2025-08-11,NO
25259,2022-10-06,2322,41500,2023-01-02,NO
25260,2022-10-06,642,5185,2026-10-26,Yes
25261,2022-10-06,381,32175,2023-01-12,NO
25262,2022-10-07,2463,42211,2025-10-03,Yes
25263,2022-10-07,1648,15469,2023-08-09,NO
25264,2022-10-06,2463,35143,2023-09-27,NO
25265,2022-10-06,1456,36976,2023-05-05,NO
25266,2022-10-06,181,14450,2026-03-02,Yes
25267,2022-10-06,632,32312,2025-06-19,NO
25268,2022-10-06,624,43154,2025-09-03,Yes
25269,2022-10-06,2528,14433,2026-11-14,Yes
25270,2022-10-06,1008,47894,2025-06-20,NO
25271,2022-10-06,616,30441,2025-10-20,Yes
25272,2022-10-06,1626,42637,2026-04-03,Yes
25273,2022-10-06,1616,49550,2023-12-18,NO
25274,2022-10-06,632,17461,2026-09-12,Yes
25275,2022-10-06,28,27592,2025-02-04,NO
25276,2022-10-06,2524,19795,2025-01-04,NO
25277,2022-10-07,216,29673,2024-07-30,NO
25278,2022-10-07,2173,20708,2025-10-03,Yes
25279,2022-10-07,619,22174,2024-05-06,NO
25280,2022-10-07,1696,9436,2025-09-28,Yes
25281,2022-10-07,112,44176,2025-03-29,NO
25282,2022-10-07,2524,13928,2025-09-17,Yes
25283,2022-10-07,11,23806,2025-09-05,Yes
25284,2022-10-07,1757,31023,2023-06-22,NO
25285,2022-10-07,2442,37060,2024-05-31,NO
25286,2022-10-07,295,40851,2025-11-07,Yes
25287,2022-10-08,824,11572,2025-08-10,NO
25288,2022-10-08,978,29770,2026-07-26,Yes
25289,2022-10-08,1456,48801,2024-05-15,NO
25290,2022-10-08,978,44035,2025-05-31,NO
25291,2022-10-10,373,34482,2023-04-13,NO
25292,2022-10-10,391,9034,2026-07-10,Yes
25293,2022-10-10,1499,18011,2023-09-30,NO
25294,2022-10-10,30,26113,2024-08-29,NO
25295,2022-10-10,2528,39863,2023-04-19,NO
25296,2022-10-10,1592,22998,2023-02-01,NO
25297,2022-10-10,1436,12527,2024-05-29,NO
25298,2022-10-10,300,49379,2025-08-27,Yes
25299,2022-10-10,2110,36263,2023-09-01,NO
25300,2022-10-10,942,5284,2024-07-06,NO
25301,2022-10-10,992,17459,2023-07-04,NO
25302,2022-10-11,2524,38093,2024-03-18,NO
25303,2022-10-11,2463,21169,2025-08-09,NO
25304,2022-10-11,2463,33890,2025-12-11,Yes
25305,2022-10-11,2221,38688,2025-02-17,NO
25306,2022-10-06,645,24018,2026-10-04,Yes
25307,2022-10-06,643,32017,2024-05-01,NO
25308,2022-10-06,642,41219,2023-09-03,NO
25309,2022-10-06,1572,17859,2024-03-07,NO
25310,2022-10-07,2292,36058,2026-08-26,Yes
25311,2022-10-07,1742,39070,2026-01-28,Yes
25312,2022-10-07,1663,42399,2026-05-03,Yes
25313,2022-10-07,2524,6384,2023-12-17,NO
25314,2022-10-07,611,25025,2025-10-31,Yes
25315,2022-10-07,11,23584,2023-12-30,NO
25316,2022-10-07,1595,48103,2023-01-27,NO
25317,2022-10-07,2030,19465,2026-03-03,Yes
25318,2022-10-07,1696,5660,2026-02-24,Yes
25319,2022-10-07,112,34975,2025-08-08,NO
25320,2022-10-07,1837,14499,2026-03-08,Yes
25321,2022-10-07,2480,48219,2024-08-12,NO
25322,2022-10-07,1682,20883,2024-07-22,NO
25323,2022-10-08,2817,31311,2023-11-23,NO
25324,2022-10-08,2817,9096,2023-03-12,NO
25325,2022-10-08,2817,45160,2026-01-26,Yes
25326,2022-10-08,2817,44622,2024-11-30,NO
25327,2022-10-08,2817,25914,2025-06-09,NO
25328,2022-10-08,824,9978,2023-04-16,NO
25329,2022-10-08,2325,7630,2023-09-06,NO
25330,2022-10-07,1757,17860,2025-07-31,NO
25331,2022-10-07,295,22748,2025-06-25,NO
25332,2022-10-08,1408,46495,2025-09-26,Yes
25333,2022-10-08,1456,28984,2025-09-16,Yes
25334,2022-10-08,978,34404,2023-05-12,NO
25335,2022-10-08,1443,27326,2025-11-27,Yes
25336,2022-10-10,373,15865,2024-05-02,NO
25337,2022-10-10,391,5040,2026-10-02,Yes
25338,2022-10-10,615,40051,2024-07-20,NO
25339,2022-10-03,2668,41479,2026-07-17,Yes
25340,2022-10-04,2331,47753,2026-11-23,Yes
25341,2022-10-04,2668,45719,2023-10-24,NO
25342,2022-10-05,2325,30401,2024-07-23,NO
25343,2022-10-05,2668,20922,2025-06-28,NO
25344,2022-10-05,2668,30795,2023-07-19,NO
25345,2022-10-05,2269,26360,2024-09-11,NO
25346,2022-10-05,2668,25920,2026-01-14,Yes
25347,2022-10-05,2668,24017,2026-10-06,Yes
25348,2022-10-06,2668,48706,2026-09-27,Yes
25349,2022-10-06,24,24548,2026-08-24,Yes
25350,2022-10-06,2120,35692,2023-09-07,NO
25351,2022-10-06,2668,27675,2025-05-15,NO
25352,2022-10-06,2382,15267,2026-07-14,Yes
25353,2022-10-06,2668,24077,2025-06-19,NO
25354,2022-10-08,1635,27015,2026-01-13,Yes
25355,2022-10-08,2497,16586,2025-03-05,NO
25356,2022-10-08,1682,49761,2025-08-06,NO
25357,2022-10-08,622,19188,2024-01-22,NO
25358,2022-10-08,920,25842,2026-07-07,Yes
25359,2022-10-10,1637,35183,2026-12-29,Yes
25360,2022-10-10,920,26017,2025-09-04,Yes
25361,2022-09-22,1760,43096,2024-11-12,NO
25362,2022-09-22,42,46348,2023-03-07,NO
25363,2022-09-22,533,28886,2026-05-24,Yes
25364,2022-09-22,1823,18186,2023-04-19,NO
25365,2022-09-22,1648,30959,2023-04-10,NO
25366,2022-09-22,1823,27028,2025-05-15,NO
25367,2022-09-22,624,34027,2023-07-11,NO
25368,2022-09-22,624,36199,2023-11-14,NO
25369,2022-09-22,816,28766,2023-08-01,NO
25370,2022-09-22,2463,24446,2024-10-06,NO
25371,2022-09-22,585,17876,2025-06-15,NO
25372,2022-09-22,30,28316,2024-11-28,NO
25373,2022-09-22,512,41744,2025-12-01,Yes
25374,2022-09-22,514,24977,2026-04-27,Yes
25375,2022-09-22,2528,12150,2026-05-07,Yes
25376,2022-09-22,246,36280,2025-04-10,NO
25377,2022-09-22,174,46181,2023-09-17,NO
25378,2022-09-22,2292,31955,2025-06-30,NO
25379,2022-09-22,462,49906,2024-04-19,NO
25380,2022-09-22,2287,30934,2023-10-20,NO
25381,2022-09-22,2524,18514,2026-02-03,Yes
25382,2022-09-22,2528,33126,2024-10-30,NO
25383,2022-09-23,2325,17154,2024-05-19,NO
25384,2022-09-23,611,6145,2023-06-06,NO
25385,2022-09-23,30,21084,2023-03-26,NO
25386,2022-09-23,1827,22614,2026-08-12,Yes
25387,2022-09-23,1499,23271,2025-08-13,Yes
25388,2022-09-23,624,47872,2025-01-14,NO
25389,2022-09-23,28,18072,2023-02-02,NO
25390,2022-09-23,2428,47413,2025-11-20,Yes
25391,2022-09-23,2308,19738,2024-04-01,NO
25392,2022-10-11,2463,45288,2025-10-25,Yes
25393,2022-10-11,1085,9627,2023-07-16,NO
25394,2022-10-11,2221,36110,2023-04-24,NO
25395,2022-10-12,277,29706,2026-01-04,Yes
25396,2022-10-12,373,40217,2023-04-12,NO
25397,2022-10-12,1666,38240,2023-12-20,NO
25398,2022-10-12,1572,23375,2023-10-20,NO
25399,2022-10-12,1085,41847,2024-05-08,NO
25400,2022-10-12,2450,31319,2025-11-14,Yes
25401,2022-10-12,1570,36501,2025-11-21,Yes
25402,2022-10-24,170,13437,2024-10-28,NO
25403,2022-10-24,1081,12135,2025-07-27,NO
25404,2022-10-24,2287,16851,2024-08-20,NO
25405,2022-10-24,2524,23936,2026-05-29,Yes
25406,2022-10-24,1456,6563,2026-09-30,Yes
25407,2022-10-24,1456,27715,2025-02-19,NO
25408,2022-10-24,1547,18730,2026-04-21,Yes
25409,2022-10-25,246,32887,2025-10-13,Yes
25410,2022-10-25,889,45911,2024-07-03,NO
25411,2022-10-25,616,6106,2024-02-03,NO
25412,2022-10-26,2500,26672,2025-10-01,Yes
25413,2022-10-26,287,20607,2025-05-19,NO
25414,2022-10-26,391,19232,2024-06-20,NO
25415,2022-10-26,1762,6091,2023-02-10,NO
25416,2022-10-21,2900,32896,2023-07-17,NO
25417,2022-10-29,2900,43653,2023-01-06,NO
25418,2022-11-05,19,44481,2024-05-14,NO
25419,2022-10-12,317,13572,2024-10-18,NO
25420,2022-10-12,1573,27976,2025-03-30,NO
25421,2022-10-12,2463,6024,2023-08-12,NO
25422,2022-10-12,611,47351,2023-07-26,NO
25423,2022-10-12,642,48382,2023-06-30,NO
25424,2022-10-13,1301,33427,2026-04-19,Yes
25425,2022-10-13,1299,23418,2025-06-22,NO
25426,2022-10-13,1648,19506,2023-07-04,NO
25427,2022-10-13,1443,41589,2026-03-11,Yes
25428,2022-10-12,1648,8058,2026-12-30,Yes
25429,2022-10-12,2500,32898,2024-04-26,NO
25430,2022-10-12,1648,7809,2023-03-31,NO
25431,2022-10-13,533,46401,2025-11-01,Yes
25432,2022-10-13,2817,39945,2023-09-22,NO
25433,2022-10-13,642,12008,2026-11-27,Yes
25434,2022-10-13,11,18880,2023-12-14,NO
25435,2022-10-13,2455,23094,2025-11-21,Yes
25436,2022-10-13,1547,15461,2026-06-09,Yes
25437,2022-10-14,842,30521,2023-05-29,NO
25438,2022-10-18,2297,30374,2026-10-05,Yes
25439,2022-10-18,2668,15109,2023-05-20,NO
25440,2022-10-18,2182,36486,2024-08-19,NO
25441,2022-10-18,2668,39279,2025-05-09,NO
25442,2022-10-18,2427,45574,2023-07-26,NO
25443,2022-10-18,2668,39938,2024-11-17,NO
25444,2022-10-21,2209,5725,2025-05-10,NO
25445,2022-10-21,2668,25044,2025-09-02,Yes
25446,2022-10-13,1122,18430,2026-04-12,Yes
25447,2022-10-13,849,37575,2023-05-06,NO
25448,2022-10-13,1672,42469,2024-08-01,NO
25449,2022-10-13,299,20950,2026-03-28,Yes
25450,2022-10-13,2066,44890,2024-11-08,NO
25451,2022-10-13,637,28964,2024-03-23,NO
25452,2022-10-13,2499,22111,2023-03-26,NO
25453,2022-10-14,1590,31893,2024-05-13,NO
25454,2022-10-14,2126,48907,2023-06-26,NO
25455,2022-10-01,2524,20931,2025-12-15,Yes
25456,2022-10-01,463,5478,2026-03-29,Yes
25457,2022-10-01,1757,17280,2023-01-06,NO
25458,2022-10-01,1756,14193,2025-06-24,NO
25459,2022-10-01,1752,28964,2026-08-19,Yes
25460,2022-10-01,2482,33779,2026-03-02,Yes
25461,2022-10-01,1592,12690,2026-05-11,Yes
25462,2022-10-01,615,30832,2023-11-19,NO
25463,2022-10-03,482,34337,2023-02-06,NO
25464,2022-10-03,837,19938,2024-07-04,NO
25465,2022-10-03,1443,45580,2023-03-30,NO
25466,2022-10-03,1762,35725,2026-05-26,Yes
25467,2022-10-03,2524,6934,2023-03-13,NO
25468,2022-10-03,615,20510,2026-08-08,Yes
25469,2022-10-27,2900,15891,2023-12-28,NO
25470,2022-10-29,2900,25641,2026-11-29,Yes
25471,2022-10-31,2900,47159,2023-09-11,NO
25472,2022-10-31,2900,7458,2026-09-15,Yes
25473,2022-10-10,641,12375,2024-04-19,NO
25474,2022-10-10,689,25808,2026-12-09,Yes
25475,2022-10-10,1592,46034,2025-10-28,Yes
25476,2022-10-10,1436,31414,2025-09-12,Yes
25477,2022-10-10,742,10361,2023-08-12,NO
25478,2022-10-10,1229,8116,2023-12-17,NO
25479,2022-10-10,806,40615,2024-09-08,NO
25480,2022-10-06,2668,16792,2023-05-09,NO
25481,2022-10-07,2325,25217,2025-06-08,NO
25482,2022-10-07,2668,29676,2026-12-17,Yes
25483,2022-10-07,2269,21063,2026-01-30,Yes
25484,2022-10-07,2668,34897,2025-05-01,NO
25485,2022-10-10,32,11338,2025-10-22,Yes
25486,2022-10-10,2427,44627,2026-06-17,Yes
25487,2022-10-10,2480,41758,2023-08-15,NO
25488,2022-10-10,2480,49764,2025-09-07,Yes
25489,2022-10-10,2668,11851,2026-03-17,Yes
25490,2022-10-13,1266,14696,2024-05-30,NO
25491,2022-10-13,2668,40442,2026-08-13,Yes
25492,2022-10-13,1642,42176,2026-03-03,Yes
25493,2022-10-13,2668,24853,2023-09-03,NO
25494,2022-10-17,2325,11040,2026-03-28,Yes
25495,2022-10-17,2668,34024,2025-02-27,NO
25496,2022-10-17,1517,28210,2023-01-24,NO
25497,2022-10-17,2668,20655,2023-04-15,NO
25498,2022-10-17,1122,26489,2023-04-01,NO
25499,2022-10-17,2440,34566,2025-12-31,Yes
25500,2022-10-17,2668,19467,2026-05-27,Yes
25501,2022-10-26,1441,21777,2023-06-29,NO
25502,2022-10-26,2030,34896,2025-05-06,NO
25503,2022-10-26,14,48871,2023-01-27,NO
25504,2022-10-26,2132,16845,2023-02-12,NO
25505,2022-10-27,1163,34057,2026-09-26,Yes
25506,2022-10-27,1413,32257,2023-03-05,NO
25507,2022-11-02,611,39316,2024-06-02,NO
25508,2022-11-02,1161,15124,2026-08-08,Yes
25509,2022-11-04,149,24639,2024-06-25,NO
25510,2022-09-05,2900,8686,2023-07-10,NO
25511,2022-09-28,2691,41611,2025-06-02,NO
25512,2022-07-15,2704,24435,2025-01-02,NO
25513,2022-05-31,2690,9379,2025-01-21,NO
25514,2022-08-15,2704,35858,2026-04-30,Yes
25515,2022-10-21,2817,31837,2026-09-27,Yes
25516,2022-09-30,2900,23023,2024-04-18,NO
25517,2022-10-21,2817,31701,2023-05-26,NO
25518,2022-07-22,2817,33393,2026-07-13,Yes
25519,2022-10-05,942,13880,2023-11-27,NO
25520,2022-10-05,2817,48451,2024-03-29,NO
25521,2022-10-05,1632,34873,2024-10-05,NO
25522,2022-10-05,1054,40806,2023-10-21,NO
25523,2022-10-05,1494,20155,2026-04-18,Yes
25524,2022-10-05,2497,21662,2024-06-02,NO
25525,2022-10-05,614,43264,2026-01-23,Yes
25526,2022-10-06,2817,33924,2023-05-17,NO
25527,2022-10-06,2817,21804,2026-04-29,Yes
25528,2022-10-06,2817,7573,2026-07-10,Yes
25529,2022-10-06,2817,35829,2024-10-09,NO
25530,2022-10-03,642,27130,2023-11-06,NO
25531,2022-10-03,1525,27794,2026-12-27,Yes
25532,2022-10-03,24,18766,2024-01-13,NO
25533,2022-10-03,2120,20534,2026-07-31,Yes
25534,2022-10-03,1856,24659,2025-03-30,NO
25535,2022-10-03,371,18176,2024-05-21,NO
25536,2022-10-04,1648,22324,2025-01-09,NO
25537,2022-10-04,2643,32482,2025-04-29,NO
25538,2022-10-04,1443,15389,2026-04-27,Yes
25539,2022-10-04,2030,6405,2024-11-19,NO
25540,2022-10-04,377,37479,2026-10-09,Yes
25541,2022-10-04,2097,9745,2026-09-13,Yes
25542,2022-10-05,1682,48333,2026-06-05,Yes
25543,2022-10-05,1091,17550,2026-05-28,Yes
25544,2022-10-25,614,8339,2024-01-09,NO
25545,2022-10-25,1085,30400,2023-09-13,NO
25546,2022-10-25,1594,49634,2026-09-13,Yes
25547,2022-10-25,642,14532,2024-02-10,NO
25548,2022-10-25,616,24889,2023-06-01,NO
25549,2022-10-25,1084,35765,2023-04-11,NO
25550,2022-10-25,1085,36995,2025-03-02,NO
25551,2022-10-26,2500,41224,2024-05-30,NO
25552,2022-10-26,391,49946,2025-03-09,NO
25553,2022-10-26,614,31500,2024-05-07,NO
25554,2022-10-26,1648,34054,2026-09-12,Yes
25555,2022-10-04,453,29847,2023-07-02,NO
25556,2022-10-04,1439,36063,2026-03-29,Yes
25557,2022-10-04,2524,16727,2025-01-20,NO
25558,2022-10-04,1549,5442,2024-09-28,NO
25559,2022-10-04,2524,43406,2025-07-06,NO
25560,2022-10-04,1443,21785,2024-10-06,NO
25561,2022-10-14,1595,26409,2025-10-18,Yes
25562,2022-10-14,2497,30927,2026-10-17,Yes
25563,2022-10-14,992,40991,2026-12-10,Yes
25564,2022-10-14,482,23813,2024-09-15,NO
25565,2022-10-14,585,12450,2024-07-19,NO
25566,2022-10-14,2292,24145,2026-05-06,Yes
25567,2022-10-14,220,9686,2023-01-06,NO
25568,2022-10-14,619,48753,2023-08-20,NO
25569,2022-10-14,1751,23546,2026-07-24,Yes
25570,2022-10-17,614,22074,2024-03-01,NO
25571,2022-10-17,281,25479,2024-12-18,NO
25572,2022-10-17,42,28394,2025-09-02,Yes
25573,2022-10-17,1837,37265,2025-05-23,NO
25574,2022-10-17,1499,23152,2024-11-04,NO
25575,2022-10-17,642,27041,2023-02-17,NO
25576,2022-10-17,2524,6481,2025-11-04,Yes
25577,2022-10-17,1747,39025,2026-08-03,Yes
25578,2022-10-17,3,8083,2024-10-08,NO
25579,2022-10-17,11,43016,2025-11-13,Yes
25580,2022-10-17,1401,48376,2025-09-23,Yes
25581,2022-10-17,614,36060,2026-09-22,Yes
25582,2022-10-17,611,23299,2025-03-25,NO
25583,2022-10-17,622,49813,2024-06-08,NO
25584,2022-10-17,1456,20985,2026-01-03,Yes
25585,2022-10-17,30,12329,2024-05-16,NO
25586,2022-10-17,615,22514,2024-05-01,NO
25587,2022-10-17,1408,23089,2023-02-09,NO
25588,2022-10-14,36,28971,2026-10-21,Yes
25589,2022-10-14,259,43305,2026-10-05,Yes
25590,2022-10-14,2039,48762,2025-07-23,NO
25591,2022-10-14,642,11239,2024-04-04,NO
25592,2022-10-15,1271,34598,2023-03-23,NO
25593,2022-10-15,487,15971,2025-02-06,NO
25594,2022-10-15,3,6155,2026-09-20,Yes
25595,2022-10-15,614,8001,2024-09-23,NO
25596,2022-10-15,978,23410,2023-12-04,NO
25597,2022-10-15,1764,43070,2023-02-18,NO
25598,2022-10-15,512,35690,2026-09-12,Yes
25599,2022-10-15,1122,27715,2025-10-15,Yes
25600,2022-10-15,1232,37238,2026-03-31,Yes
25601,2022-10-15,246,20497,2023-01-19,NO
25602,2022-10-17,233,46519,2025-07-02,NO
25603,2022-10-17,1570,14581,2023-03-21,NO
25604,2022-10-17,1477,5429,2024-10-07,NO
25605,2022-10-17,787,33700,2024-04-12,NO
25606,2022-10-17,2427,18842,2025-05-18,NO
25607,2022-10-17,2120,33474,2026-08-29,Yes
25608,2022-10-17,307,43448,2024-02-06,NO
25609,2022-10-17,36,25464,2024-11-27,NO
25610,2022-10-18,2132,26825,2025-12-13,Yes
25611,2022-10-18,2373,32676,2026-01-06,Yes
25612,2022-10-18,1443,10335,2026-06-23,Yes
25613,2022-10-18,170,29287,2023-09-02,NO
25614,2022-10-18,1255,36897,2026-08-14,Yes
25615,2022-10-18,1401,21885,2026-01-13,Yes
25616,2022-10-18,2524,22831,2025-10-14,Yes
25617,2022-10-18,1443,10006,2026-12-20,Yes
